1,Cloud mixing ratio [kg/kg],1[-] HYBL="Hybrid level"
311,Snow mixing ratio [kg/kg],75000[Pa] ISBL="Isobaric surface"
312,Graupel (snow pellets) [kg/kg],75000[Pa] ISBL="Isobaric surface"
313,Icing severity [-],75000[Pa] ISBL="Isobaric surface"
314,Geopotential height [gpm],80000[Pa] ISBL="Isobaric surface"
315,Temperature [C],80000[Pa] ISBL="Isobaric surface"
316,Relative humidity [%],80000[Pa] ISBL="Isobaric surface"
317,Total cloud cover [%],80000[Pa] ISBL="Isobaric surface"
318,Vertical velocity (pressure) [Pa/s],80000[Pa] ISBL="Isobaric surface"
319,Verical velocity (geometric) [m/s],80000[Pa] ISBL="Isobaric surface"
320,u-component of wind [m/s],80000[Pa] ISBL="Isobaric surface"
321,v-component of wind [m/s],80000[Pa] ISBL="Isobaric surface"
322,Absolute vorticity [1/s],80000[Pa] ISBL="Isobaric surface"
323,Cloud mixing ratio [kg/kg],80000[Pa] ISBL="Isobaric surface"
324,Ice water mixing ratio [kg/kg],80000[Pa] ISBL="Isobaric surface"
325,Rain mixing ratio [kg/kg],80000[Pa] ISBL="Isobaric surface"
326,Snow mixing ratio [kg/kg],80000[Pa] ISBL="Isobaric surface"
327,Graupel (snow pellets) [kg/kg],80000[Pa] ISBL="Isobaric surface"
328,Icing severity [-],80000[Pa] ISBL="Isobaric surface"
329,Geopotential height [gpm],85000[Pa] ISBL="Isobaric surface"
330,Temperature [C],85000[Pa] ISBL="Isobaric surface"
331,Relative humidity [%],85000[Pa] ISBL="Isobaric surface"
332,Total cloud cover [%],85000[Pa] ISBL="Isobaric surface"
333,Vertical velocity (pressure) [Pa/s],85000[Pa] ISBL="Isobaric surface"
334,Verical velocity (geometric) [m/s],85000[Pa] ISBL="Isobaric surface"
335,u-component of wind [m/s],85000[Pa] ISBL="Isobaric surface"
336,v-component of wind [m/s],85000[Pa] ISBL="Isobaric surface"
337,Absolute vorticity [1/s],85000[Pa] ISBL="Isobaric surface"
338,Cloud mixing ratio [kg/kg],85000[Pa] ISBL="Isobaric surface"
339,Ice water mixing ratio [kg/kg],85000[Pa] ISBL="Isobaric surface"
340,Rain mixing ratio [kg/kg],85000[Pa] ISBL="Isobaric surface"
341,Snow mixing ratio [kg/kg],85000[Pa] ISBL="Isobaric surface"
342,Graupel (snow pellets) [kg/kg],85000[Pa] ISBL="Isobaric surface"
343,Icing severity [-],85000[Pa] ISBL="Isobaric surface"
344,Ozone Mixing Ratio [kg/kg],85000[Pa] ISBL="Isobaric surface"
345,Geopotential height [gpm],90000[Pa] ISBL="Isobaric surface"
346,Temperature [C],90000[Pa] ISBL="Isobaric surface"
347,Relative humidity [%],90000[Pa] ISBL="Isobaric surface"
348,Total cloud cover [%],90000[Pa] ISBL="Isobaric surface"
349,Vertical velocity (pressure) [Pa/s],90000[Pa] ISBL="Isobaric surface"
350,Verical velocity (geometric) [m/s],90000[Pa] ISBL="Isobaric surface"
351,u-component of wind [m/s],90000[Pa] ISBL="Isobaric surface"
352,v-component of wind [m/s],90000[Pa] ISBL="Isobaric surface"
353,Absolute vorticity [1/s],90000[Pa] ISBL="Isobaric surface"
354,Cloud mixing ratio [kg/kg],90000[Pa] ISBL="Isobaric surface"
355,Ice water mixing ratio [kg/kg],90000[Pa] ISBL="Isobaric surface"
356,Rain mixing ratio [kg/kg],90000[Pa] ISBL="Isobaric surface"
357,Snow mixing ratio [kg/kg],90000[Pa] ISBL="Isobaric surface"
358,Graupel (snow pellets) [kg/kg],90000[Pa] ISBL="Isobaric surface"
359,Icing severity [-],90000[Pa] ISBL="Isobaric surface"
360,Geopotential height [gpm],92500[Pa] ISBL="Isobaric surface"
361,Temperature [C],92500[Pa] ISBL="Isobaric surface"
362,Relative humidity [%],92500[Pa] ISBL="Isobaric surface"
363,Total cloud cover [%],92500[Pa] ISBL="Isobaric surface"
364,Vertical velocity (pressure) [Pa/s],92500[Pa] ISBL="Isobaric surface"
365,Verical velocity (geometric) [m/s],92500[Pa] ISBL="Isobaric surface"
366,u-component of wind [m/s],92500[Pa] ISBL="Isobaric surface"
367,v-component of wind [m/s],92500[Pa] ISBL="Isobaric surface"
368,Absolute vorticity [1/s],92500[Pa] ISBL="Isobaric surface"
369,Cloud mixing ratio [kg/kg],92500[Pa] ISBL="Isobaric surface"
370,Ice water mixing ratio [kg/kg],92500[Pa] ISBL="Isobaric surface"
371,Rain mixing ratio [kg/kg],92500[Pa] ISBL="Isobaric surface"
372,Snow mixing ratio [kg/kg],92500[Pa] ISBL="Isobaric surface"
373,Graupel (snow pellets) [kg/kg],92500[Pa] ISBL="Isobaric surface"
374,Geopotential height [gpm],95000[Pa] ISBL="Isobaric surface"
375,Temperature [C],95000[Pa] ISBL="Isobaric surface"
376,Relative humidity [%],95000[Pa] ISBL="Isobaric surface"
377,Total cloud cover [%],95000[Pa] ISBL="Isobaric surface"
378,Vertical velocity (pressure) [Pa/s],95000[Pa] ISBL="Isobaric surface"
379,Verical velocity (geometric) [m/s],95000[Pa] ISBL="Isobaric surface"
380,u-component of wind [m/s],95000[Pa] ISBL="Isobaric surface"
381,v-component of wind [m/s],95000[Pa] ISBL="Isobaric surface"
382,Absolute vorticity [1/s],95000[Pa] ISBL="Isobaric surface"
383,Cloud mixing ratio [kg/kg],95000[Pa] ISBL="Isobaric surface"
384,Ice water mixing ratio [kg/kg],95000[Pa] ISBL="Isobaric surface"
385,Rain mixing ratio [kg/kg],95000[Pa] ISBL="Isobaric surface"
386,Snow mixing ratio [kg/kg],95000[Pa] ISBL="Isobaric surface"
387,Graupel (snow pellets) [kg/kg],95000[Pa] ISBL="Isobaric surface"
388,Icing severity [-],95000[Pa] ISBL="Isobaric surface"
389,|(prodType 2, cat 4, subcat 2) [-]|,0[-] SFC="Ground or water surface"
390,Geopotential height [gpm],97500[Pa] ISBL="Isobaric surface"
391,Temperature [C],97500[Pa] ISBL="Isobaric surface"
392,Relative humidity [%],97500[Pa] ISBL="Isobaric surface"
393,Total cloud cover [%],97500[Pa] ISBL="Isobaric surface"
394,Vertical velocity (pressure) [Pa/s],97500[Pa] ISBL="Isobaric surface"
395,Verical velocity (geometric) [m/s],97500[Pa] ISBL="Isobaric surface"
396,u-component of wind [m/s],97500[Pa] ISBL="Isobaric surface"
397,v-component of wind [m/s],97500[Pa] ISBL="Isobaric surface"
398,Absolute vorticity [1/s],97500[Pa] ISBL="Isobaric surface"
399,Cloud mixing ratio [kg/kg],97500[Pa] ISBL="Isobaric surface"
400,Ice water mixing ratio [kg/kg],97500[Pa] ISBL="Isobaric surface"
401,Rain mixing ratio [kg/kg],97500[Pa] ISBL="Isobaric surface"
402,Snow mixing ratio [kg/kg],97500[Pa] ISBL="Isobaric surface"
403,Graupel (snow pellets) [kg/kg],97500[Pa] ISBL="Isobaric surface"
404,Temperature [C],100000[Pa] ISBL="Isobaric surface"
405,Relative humidity [%],100000[Pa] ISBL="Isobaric surface"
406,Total cloud cover [%],100000[Pa] ISBL="Isobaric surface"
407,Vertical velocity (pressure) [Pa/s],100000[Pa] ISBL="Isobaric surface"
408,Verical velocity (geometric) [m/s],100000[Pa] ISBL="Isobaric surface"
409,u-component of wind [m/s],100000[Pa] ISBL="Isobaric surface"
410,v-component of wind [m/s],100000[Pa] ISBL="Isobaric surface"
411,Absolute vorticity [1/s],100000[Pa] ISBL="Isobaric surface"
412,Cloud mixing ratio [kg/kg],100000[Pa] ISBL="Isobaric surface"
413,Ice water mixing ratio [kg/kg],100000[Pa] ISBL="Isobaric surface"
414,Rain mixing ratio [kg/kg],100000[Pa] ISBL="Isobaric surface"
415,Snow mixing ratio [kg/kg],100000[Pa] ISBL="Isobaric surface"
416,Graupel (snow pellets) [kg/kg],100000[Pa] ISBL="Isobaric surface"
417,Icing severity [-],100000[Pa] ISBL="Isobaric surface"
418,Ozone Mixing Ratio [kg/kg],100000[Pa] ISBL="Isobaric surface"
419,MSLP (Eta model reduction) [Pa],0[-] MSL="Mean sea level"
420,Geopotential height [gpm],100000[Pa] ISBL="Isobaric surface"
421,Pressure [Pa],0[-] SFC="Ground or water surface"
422,Geopotential height [gpm],0[-] SFC="Ground or water surface"
423,Temperature [C],0[-] SFC="Ground or water surface"
424,Soil temperature [C],0-0.1[m] DBLL="Depth below land surface"
425,Volumetric Soil Moisture Content [Fraction],0-0.1[m] DBLL="Depth below land surface"
426,Soil temperature [C],0.1-0.4[m] DBLL="Depth below land surface"
427,Volumetric Soil Moisture Content [Fraction],0.1-0.4[m] DBLL="Depth below land surface"
428,Soil temperature [C],0.4-1[m] DBLL="Depth below land surface"
429,Volumetric Soil Moisture Content [Fraction],0.4-1[m] DBLL="Depth below land surface"
430,Soil temperature [C],1-2[m] DBLL="Depth below land surface"
431,Volumetric Soil Moisture Content [Fraction],1-2[m] DBLL="Depth below land surface"
432,Water equivalent of accumulated snow depth [kg/(m^2)],0[-] SFC="Ground or water surface"
433,Snow depth [m],0[-] SFC="Ground or water surface"
434,Potential Evaporation Rate [W/(m^2)],0[-] SFC="Ground or water surface"
435,Temperature [C],2[m] HTGL="Specified height level above ground"
436,Specific humidity [kg/kg],2[m] HTGL="Specified height level above ground"
437,Dew point temperature [C],2[m] HTGL="Specified height level above ground"
438,Relative humidity [%],2[m] HTGL="Specified height level above ground"
439,|(prodType 0, cat 0, subcat 21) [-]|,2[m] HTGL="Specified height level above ground"
440,Maximum temperature [C],2[m] HTGL="Specified height level above ground"
441,Minimum temperature [C],2[m] HTGL="Specified height level above ground"
442,u-component of wind [m/s],10[m] HTGL="Specified height level above ground"
443,v-component of wind [m/s],10[m] HTGL="Specified height level above ground"
444,Ice growth rate [m/s],10[m] GPML="Specific altitude above mean sea level"
445,Percent frozen precipitation [%],0[-] SFC="Ground or water surface"
446,Convective precipitation rate [kg/(m^2*s)],0[-] SFC="Ground or water surface"
447,Precipitation rate [kg/(m^2 s)],0[-] SFC="Ground or water surface"
448,Convective Precipitation Rate [kg/(m^2*s)],0[-] SFC="Ground or water surface"
449,Precipitation rate [kg/(m^2 s)],0[-] SFC="Ground or water surface"
450,06 hr Total precipitation [kg/(m^2)],0[-] SFC="Ground or water surface"
451,42 hr Total precipitation [kg/(m^2)],0[-] SFC="Ground or water surface"
452,Convective precipitation [kg/(m^2)],0[-] SFC="Ground or water surface"
453,Convective precipitation [kg/(m^2)],0[-] SFC="Ground or water surface"
454,Water runoff [kg/(m^2)],0[-] SFC="Ground or water surface"
455,Categorical Snow [0=no; 1=yes],0[-] SFC="Ground or water surface"
456,Categorical Ice Pellets [0=no; 1=yes],0[-] SFC="Ground or water surface"
457,Categorical Freezing Rain [0=no; 1=yes],0[-] SFC="Ground or water surface"
458,Categorical Rain [0=no; 1=yes],0[-] SFC="Ground or water surface"
459,Categorical Snow [0=no; 1=yes],0[-] SFC="Ground or water surface"
460,Categorical Ice Pellets [0=no; 1=yes],0[-] SFC="Ground or water surface"
461,Categorical Freezing Rain [0=no; 1=yes],0[-] SFC="Ground or water surface"
462,Categorical Rain [0=no; 1=yes],0[-] SFC="Ground or water surface"
463,Latent heat net flux [W/(m^2)],0[-] SFC="Ground or water surface"
464,Sensible heat net flux [W/(m^2)],0[-] SFC="Ground or water surface"
465,Ground Heat Flux [W/(m^2)],0[-] SFC="Ground or water surface"
466,Momentum flux; u component [N/(m^2)],0[-] SFC="Ground or water surface"
467,Momentum flux; v component [N/(m^2)],0[-] SFC="Ground or water surface"
468,Zonal Flux of Gravity Wave Stress [N/(m^2)],0[-] SFC="Ground or water surface"
469,Meridional Flux of Gravity Wave Stress [N/(m^2)],0[-] SFC="Ground or water surface"
470,Wilting Point [Fraction],0[-] SFC="Ground or water surface"
471,Field Capacity [fraction],0[-] SFC="Ground or water surface"
472,SunShine duration [s],0[-] SFC="Ground or water surface"
473,Surface Lifted Index [C],0[-] SFC="Ground or water surface"
474,Convective available potential energy [J/kg],0[-] SFC="Ground or water surface"
475,Convective inhibition [J/kg],0[-] SFC="Ground or water surface"
476,Precipitable water [kg/(m^2)],0[-] EATM="Entire atmosphere (considered as a single layer)"
477,Cloud water [kg/(m^2)],0[-] EATM="Entire atmosphere (considered as a single layer)"
478,Relative humidity [%],0[-] EATM="Entire atmosphere (considered as a single layer)"
479,Total ozone [Dobson],0[-] EATM="Entire atmosphere (considered as a single layer)"
480,Total cloud cover [%],0[-] LCY="Low cloud level"
481,Total cloud cover [%],0[-] MCY="Middle cloud level"
482,Total cloud cover [%],0[-] HCY="High cloud level"
483,Total cloud cover [%],0[-] RESERVED(10) (Reserved)
484,Pressure [Pa],0[-] CCBL="Convective cloud bottom level"
485,Pressure [Pa],0[-] LCBL="Low cloud bottom level"
486,Pressure [Pa],0[-] MCBL="Middle cloud bottom level"
487,Pressure [Pa],0[-] HCBL="High cloud bottom level"
488,Pressure [Pa],0[-] CCTL="Convective cloud top level"
489,Pressure [Pa],0[-] LCTL="Low cloud top level"
490,Pressure [Pa],0[-] MCTL="Middle cloud top level"
491,Pressure [Pa],0[-] HCTL="High cloud top level"
492,Temperature [C],0[-] LCTL="Low cloud top level"
493,Temperature [C],0[-] MCTL="Middle cloud top level"
494,Temperature [C],0[-] HCTL="High cloud top level"
495,Total cloud cover [%],0[-] CCY="Convective cloud level"
496,Total cloud cover [%],0[-] BCY="Boundary layer cloud level"
497,Cloud Work Function [J/kg],0[-] EATM="Entire atmosphere (considered as a single layer)"
498,Downward Short-Wave Rad. Flux [W/(m^2)],0[-] SFC="Ground or water surface"
499,Downward Long-Wave Rad. Flux [W/(m^2)],0[-] SFC="Ground or water surface"
500,Upward Short-Wave Rad. Flux [W/(m^2)],0[-] SFC="Ground or water surface"
501,Upward Long-Wave Rad. Flux [W/(m^2)],0[-] SFC="Ground or water surface"
502,Upward Short-Wave Rad. Flux [W/(m^2)],0[-] NTAT="Nominal top of atmosphere"
503,Upward Long-Wave Rad. Flux [W/(m^2)],0[-] NTAT="Nominal top of atmosphere"
504,Storm relative helicity [J/kg],3000-0[m] HTGL="Specified height level above ground"
505,U-Component Storm Motion [m/s],6000-0[m] HTGL="Specified height level above ground"
506,V-Component Storm Motion [m/s],6000-0[m] HTGL="Specified height level above ground"
507,Pressure [Pa],0[-] TRO="Tropopause"
508,ICAO Standard Atmosphere Reference Height [m],0[-] TRO="Tropopause"
509,Geopotential height [gpm],0[-] TRO="Tropopause"
510,Temperature [C],0[-] TRO="Tropopause"
511,u-component of wind [m/s],0[-] TRO="Tropopause"
512,v-component of wind [m/s],0[-] TRO="Tropopause"
513,Vertical speed sheer [1/s],0[-] TRO="Tropopause"
514,Pressure [Pa],0[-] MWSL="Maximum wind level"
515,ICAO Standard Atmosphere Reference Height [m],0[-] MWSL="Maximum wind level"
516,Geopotential height [gpm],0[-] MWSL="Maximum wind level"
517,u-component of wind [m/s],0[-] MWSL="Maximum wind level"
518,v-component of wind [m/s],0[-] MWSL="Maximum wind level"
519,Temperature [C],0[-] MWSL="Maximum wind level"
520,u-component of wind [m/s],20[m] HTGL="Specified height level above ground"
521,v-component of wind [m/s],20[m] HTGL="Specified height level above ground"
522,u-component of wind [m/s],30[m] HTGL="Specified height level above ground"
523,v-component of wind [m/s],30[m] HTGL="Specified height level above ground"
524,u-component of wind [m/s],40[m] HTGL="Specified height level above ground"
525,v-component of wind [m/s],40[m] HTGL="Specified height level above ground"
526,u-component of wind [m/s],50[m] HTGL="Specified height level above ground"
527,v-component of wind [m/s],50[m] HTGL="Specified height level above ground"
528,Temperature [C],80[m] HTGL="Specified height level above ground"
529,Specific humidity [kg/kg],80[m] HTGL="Specified height level above ground"
530,Pressure [Pa],80[m] HTGL="Specified height level above ground"
531,u-component of wind [m/s],80[m] HTGL="Specified height level above ground"
532,v-component of wind [m/s],80[m] HTGL="Specified height level above ground"
533,Temperature [C],100[m] HTGL="Specified height level above ground"
534,u-component of wind [m/s],100[m] HTGL="Specified height level above ground"
535,v-component of wind [m/s],100[m] HTGL="Specified height level above ground"
536,Temperature [C],1829[m] GPML="Specific altitude above mean sea level"
537,u-component of wind [m/s],1829[m] GPML="Specific altitude above mean sea level"
538,v-component of wind [m/s],1829[m] GPML="Specific altitude above mean sea level"
539,Temperature [C],2743[m] GPML="Specific altitude above mean sea level"
540,u-component of wind [m/s],2743[m] GPML="Specific altitude above mean sea level"
541,v-component of wind [m/s],2743[m] GPML="Specific altitude above mean sea level"
542,Temperature [C],3658[m] GPML="Specific altitude above mean sea level"
543,u-component of wind [m/s],3658[m] GPML="Specific altitude above mean sea level"
544,v-component of wind [m/s],3658[m] GPML="Specific altitude above mean sea level"
545,Geopotential height [gpm],0[-] 0DEG="Level of 0 degree C isotherm"
546,Relative humidity [%],0[-] 0DEG="Level of 0 degree C isotherm"
547,Geopotential height [gpm],0[-] HTFL="Highest tropospheric freezing level"
548,Relative humidity [%],0[-] HTFL="Highest tropospheric freezing level"
549,Temperature [C],3000-0[Pa] SPDL="Level at specified pressure difference from ground to level"
550,Relative humidity [%],3000-0[Pa] SPDL="Level at specified pressure difference from ground to level"
551,Specific humidity [kg/kg],3000-0[Pa] SPDL="Level at specified pressure difference from ground to level"
552,u-component of wind [m/s],3000-0[Pa] SPDL="Level at specified pressure difference from ground to level"
553,v-component of wind [m/s],3000-0[Pa] SPDL="Level at specified pressure difference from ground to level"
554,Best (4 layer) Lifted Index [C],0[-] SFC="Ground or water surface"
555,Convective available potential energy [J/kg],18000-0[Pa] SPDL="Level at specified pressure difference from ground to level"
556,Convective inhibition [J/kg],18000-0[Pa] SPDL="Level at specified pressure difference from ground to level"
557,Planetary Boundary Layer Height [m],0[-] SFC="Ground or water surface"
558,Relative humidity [%],0.33-1['sigma' value] SIGL="Sigma level"
559,Relative humidity [%],0.44-1['sigma' value] SIGL="Sigma level"
560,Relative humidity [%],0.72-0.94['sigma' value] SIGL="Sigma level"
561,Relative humidity [%],0.44-0.72['sigma' value] SIGL="Sigma level"
562,Temperature [C],0.995['sigma' value] SIGL="Sigma level"
563,Potential temperature [C],0.995['sigma' value] SIGL="Sigma level"
564,Relative humidity [%],0.995['sigma' value] SIGL="Sigma level"
565,u-component of wind [m/s],0.995['sigma' value] SIGL="Sigma level"
566,v-component of wind [m/s],0.995['sigma' value] SIGL="Sigma level"
567,Vertical velocity (pressure) [Pa/s],0.995['sigma' value] SIGL="Sigma level"
568,Convective available potential energy [J/kg],25500-0[Pa] SPDL="Level at specified pressure difference from ground to level"
569,Convective inhibition [J/kg],25500-0[Pa] SPDL="Level at specified pressure difference from ground to level"
570,Pressure of level from which parcel was lifted [Pa],25500-0[Pa] SPDL="Level at specified pressure difference from ground to level"
571,Land cover (1=land; 2=sea) [Proportion],0[-] SFC="Ground or water surface"
572,Ice cover [Proportion],0[-] SFC="Ground or water surface"
573,Albedo [%],0[-] SFC="Ground or water surface"
574,u-component of wind [m/s],0.000002[(K m^2)/(kg s)] PVL="Potential vorticity surface"
575,v-component of wind [m/s],0.000002[(K m^2)/(kg s)] PVL="Potential vorticity surface"
576,Temperature [C],0.000002[(K m^2)/(kg s)] PVL="Potential vorticity surface"
577,Geopotential height [gpm],0.000002[(K m^2)/(kg s)] PVL="Potential vorticity surface"
578,Pressure [Pa],0.000002[(K m^2)/(kg s)] PVL="Potential vorticity surface"
579,Vertical speed sheer [1/s],0.000002[(K m^2)/(kg s)] PVL="Potential vorticity surface"
580,u-component of wind [m/s],-0.000002[(K m^2)/(kg s)] PVL="Potential vorticity surface"
581,v-component of wind [m/s],-0.000002[(K m^2)/(kg s)] PVL="Potential vorticity surface"
582,Temperature [C],-0.000002[(K m^2)/(kg s)] PVL="Potential vorticity surface"
583,Geopotential height [gpm],-0.000002[(K m^2)/(kg s)] PVL="Potential vorticity surface"
584,Pressure [Pa],-0.000002[(K m^2)/(kg s)] PVL="Potential vorticity surface"
585,Vertical speed sheer [1/s],-0.000002[(K m^2)/(kg s)] PVL="Potential vorticity surface"
586,Pressure reduced to MSL [Pa],0[-] MSL="Mean sea level"
587,5-Wave Geopotential Height [gpm],50000[Pa] ISBL="Isobaric surface"
